,,,
,,,
1,"краном, а потом также бутили камнем и бетонировали. По словам корейца, прежде",полозьев,"и салазок было много, но сохранилось лишь это устройство. Платье «белые пионы» ("
1,"по сторонам глубоких снежных траншей -- улиц. По одной из таких траншей, поскрипывая",полозьями,", двигались двое тяжело груженных саней. Йенсен правил собаками, направляя их к высокому"
1,"только 13 верст и уже принуждены были остановиться, потому что в торосах",полозья,"трех наших нарт сломались. Исправив по возможности березовыми дровами повреждения, 5-го"
1,повернул выключатель. Свет большой люстры ослепительно залил комнату. Внизу у подъезда скрипнули,полозья,", топнули осаженные лошади, стукнула дверь. Узкие плечи Адама Адамовича сразу еще больше"
1,"беснующийся, снег, ровно лежащий бесконечным покровом, вздымающийся огромными горами, снег, хрустящий под",полозьями,"саней, снег, обламывающийся на краю ледниковых трещин... Ледниковые трещины... трещины!.. Йенсен остановился"
1,"так тяжела, что на передних нартах дважды обрываются постромки: при каждой остановке",полозья,"примерзают к дороге, и нарты трудно сдвинуть с места. После первых двух"
1,", лежала над снежным простором Норд-Остланда. Извечная тишина, на мгновение разрезанная визгом",полозьев,"и хрустом снега под лыжами, снова будто на века смыкалась за спинами"
1,", а на них -- бетонный куб с ребром около 2 метров. Само собой,",полозья,"и салазки размерами были под стать кубу, и всё это сильно тронуто"
1,", сгорбившись, упрется в них сзади руками и долго-долго бежит так, прокладывая",полозьями,"извилистый путь между кустов и оврагов. Павка и Васька, запрягшись в те"
1,", ни испуга, что он только устал от свежего воздуха, снега и скрипа",полозьев,и хочет спать…
1,"имели самый жалкий вид: не было проезда ни на колесе, ни на",полозьях,. Воза с кладью сидели по нескольку часов то в пропитанном вешней водой
1,"взглядывал за окно, в синие сумерки: там проезжали с песней казаки, повизгивал",полозьями,"по каленому, наезженному снегу обоз. А вон прошагал вовсе трезвый поп Иван,"
1,", залитую мертво-молочным светом, и сразу увидели лошадей в санях, фонарики возле",полозьев,"с правой стороны, промерзших извозчиков в белых штанах с вышивкой спереди и"
1,от смеха. -- Бежалка-то-с? Это такой инструмент бывает... о двух,полозьях,"... -- А! вон оно что. Нет, мы думаем на своих ногах попробовать,--"
1,два выше и ближе к брандмауэру. У этой стены лежат розвальни кверху,полозьями,"и обрубок бревна, длиною аршина в четыре. Направо у стены -- куча старых"
1,"по дорогам крестьяне. Мои девушки ехали впереди в фургоне, положенном также на",полозья,. Они сидели в приделанной назади фургона вроде коляски. Я их всегда могла
1,"за городом, дышишь и не надышишься. Пробежала лошадь с санями, уронив между",полозьев,"теплый помет. О чем-то мы говорили, я старался смотреть под ноги, чтобы"
1,"они вынеслись к Волге. Бережков заложил крутой вираж. Сани, накренившись, прочертили одним",полозом,"по снежной целине красивую, геометрически точную кривую. С раскрасневшимся счастливым лицом Бережков"
1,"спящим городом, поминают об утре. На улицах пусто. Редко где промесит узкими",полозьями,"песок с снегом ночной извозчик и, перебравшись на другой угол, заснет, дожидаясь"
1,"в сутки. В начале лета на колесах, а в начале зимы на",полозьях,", когда бесконечные обозы не пробили еще колей и ухабов,-- езда, даже очень"
1,", когда по нашим первобытным дорогам нет пути ни на колесах, ни на",полозьях,". Молодой человек ехал на обывательских, по вольному найму. Дорога близилась к Волге."
1,"прекрасная погода. На улицах пропасть молодого, свежего, вкусно пахнущего снега, едва взрытого",полозьями,". Солнечные дни ослепительно ярки и веселы. По ночам сияет полная луна, делая"
1,"морозов при ходьбе под ногами хрустит снег, а под колесами машин и",полозьями,"саней слышится своеобразный, норой усиливающийся скрип. Это хрустят свежие снежинки, которые при"
1,"для подвешивания котла, какое-то ткацкое орудие -- доска с круглыми дырками по бокам,",полоз,"от саней, лыжи."
1,"быстро мчат по снежным коридорам ее выездную повозку, благо обитые китовой костью",полозья,только скользят по свежему рыхлому снежку. Пред каждым домиком появились теперь ямки
1,"начинает вытворять на учебном «Робинсоне-44» что-то немыслимое. Например, авиатор подцепляет к",полозьям,"вертолета штатив, к нему крепит нож. И в воздухе так ловко маневрирует"
1,": -- Поть-поть, песцы мои! Поть-поть! Тявкнули песцы, заскрипел снег под тяжелыми",полозьями,-- и как ветер умчалась нарта. Три дня и три ночи ездил по
1,". Тощие головастые лошаденки уныло тащили сани, представлявшие из себя короба, поставленные на",полозья,". -- Бей сволочан! -- радостно взвыл Кудыка и, раскручивая кол над головою, ринулся"
1,долго ехали в молчании. На сугробах лежали черные резкие тени домов. Следы,полозьев,ярко блестели в лучах месяца. Потом я сказал: -- Зачем вы говорите мне
1,". Темнеет, но я еще вижу, как снег бежит из-под розвальней между широкими",полозьями,", -- кажется, что мы стоим, а он бежит; и только по следу, который"
1,"и ждать. Из-за окна едва достигал шум базара, слышались отдаленные голоса, скрипели",полозья,"по морозу. И эти спутанные, невнятные звуки, этот печальный свет заката, проникавший"
1,сначала с боку на бок (надо сорвать с места прилипшие к снегу,полозья,"саней), а потом тронется тихо и со скоростью трех-четырех километров в"
1,"выступающей морской воды остается на поверхности льда морской рассол, по которому деревянные",полозья,"весьма тяжело скользят; для отвращения такого неудобства привязываются под полозья китовые ребра,"
1,", как ущемленная в двери кошка: -- Караул, караул, убили! Обратные бубенцы брякали печально,",полозья,"выговаривали какие-то слова. Петр Данилыч устало дремал в своей крытой кошеве, и"
1,"рассеяли его сон. «Это, видно, купцы наши поехали», -- сказал он, слушая шипенье",полозьев,по снегу и звон колокольчиков на дуге. Вдруг опять все замолкло. Потом
1,"не доехать . К вечеру становится всё холоднее . Слышно , как снег под",полозьями,"поскрипывает , зимний ветер -- сивера -- гудит в тёмном бору , ветви елей протягиваются к"
1,"подминали ее, собирали в жгуты, а потом по ним с визжанием проползли",полозья,". И когда опять показался столб, то лежал, как человек, упавший навзничь с"
1,сочится к деревьям свет притушенно-красный. На укатанной дороге гладкие следы от,полозьев,"блестят, как медные обручи. Звуки влажны. Антон Антоныч говорит помощнику уездного начальника"
1,"гора -- обязательно приключение. Я стал осторожно спускаться, притормаживая своеобразным способом: положив один",полоз,"в санную колею, а другой -- в рыхлый снег обочины. Спускаясь, мы обогнали"
1,-то пути мы и оперу «с постановкой» отыщем... Надобно подсыпать снежку под,полозья,"тяжелого воза, помочь... А чтоб обращаться к восстановлению прав французской кадрили -- нет,"
1,"подобных проводов ранней весной 87-го или 88-го года. Дорога портилась,",полозья,"саней скрипели, ударяясь об обнажавшиеся камни и рельсы конки, и я не"
1,"остановленным мотором, круто изменил направление и наехал на дерево, повредив один из",полозьев,". Ремонт, по сообщению заведывающего постройкой аэроплана студента Гакеля, потребует не более 2-"
1,"надлежащим реквизитом «отправить в Санкт-Петербург... в самой скорости». И полетел, скрипя",полозьями,"по зимнему пути, комедиантский обоз из 19 ямских подвод и 6 саней."
1,"было у ней на уме: «Вот-вот зазвонят бубенчики, заскрипят у ворот санные",полозья,", принесет нелегкая этих Снежковых. И все-то на меня глядеть уставятся, все --"
1,"раз, а вот упряжь и санки -- новенькие, с топорика да с иголочки.",Полозья,"шипели по черно-синей грязи, как гадюки. Кудыка с Чернавой переглянулись и решили"
1,"такого. Сам видел, люди тогда варили огромные железные бочки, ставили их на",полозья,"и в этом студеном железе пытались греться у самодельных печек. Сейчас, между"
1,", так и по плотному снегу. А пластмассовый снегокат с рулем и металлическими",полозьями,"подходит лишь для плотного снега и стоит 2500 рублей. Продавцы-консультанты считают,"
1,"облобызала меня на дорогу. 3 И снова, как три месяца назад, заскрипели",полозья,"по ухабистой дороге; зазвенели бубенчики, раскинулось перед глазами блестящее снежное пространство, замелькали"
1,", невесть как залетавшим в их родную Казань. Дорога была гладко укатана, под",полозьями,скрипело. Кар с адъютантом и лекарем ехали в Москву на четверне. В
1,"мглу Михаилу алели следы стражников, и он снова вспоминал кровавые следы санных",полозьев,"на снегу улочек Усть-Выма. И Михаилу казалось, что он опять отдал"
1,-- ставить капканы на песцов. Он взял легонькие санки-нарты и перевернул их,полозьями,кверху. Потом намочил в воде кусок мягкой шкуры и начал полозья мазать
1,"на вожжах по дороге, останавливал Савраску, выравнивал и ставил сани на оба",полоза,"и получал нахлобучку от Лары и Кати, которые отряхивались, садились в сани,"
1,теплый сон свою вечную песню о любви и печали. За окном свистели,полозья,. Горячие лошади скакали мимо. Кого они уносили в эту ночь? В комнате
1,", ухожу в свою комнату. Я ничего не хочу Деревянные сани на деревянных",полозьях,. На санях стоит некрашеный гроб.
1,"дикий вопль. Выключив мотор, я уперся во все тормоза, перевел и другой",полоз,"на обочину, ибо на малой скорости в рыхлом снегу тормоза кое-как действовали,"
1,"лошадь облегченно фыркнула, наддала ходу и даже рысцой затрусила с горки; под",полозьями,"скрежетнул камень, брякнуло чем-то о подворотню, и мы вкатились в старый двор"
1,"собою, и он подвигался вперед при помощи рук, как бы двигался на",полозьях,". За ним шел слепой человек с острыми чертами лица, белокурый, со свесившимися"
1,", вправо -- чистое поле... Лошади скоро уморились: снег доходил им почти до колена.",Полозья,врезались... Поехали шагом. Яков то и дело похлопывал рукавицами. Григорий бочком сидел
1,"способов, как оказалось, не было, если не считать каких-то допотопных коробов на",полозьях,", везомых на волах, и паланкинов. Разумеется, моряки -- кстати, большие охотники до верховой"
1,"-- Нет, едем, едем! -- возразил ей подъезжающий Собакин, стоящий на",полозьях,"санок без седока. -- Карета подана, Любовь Юльевна! -- Как мне повезло, что"
1,"самого первого начала весны воды. Дорога Оледенелая, натруженная, набитая копытами лошадей и",полозьями,"саней, занавоженная дорога уходила прямо в чистое море воды и оттуда, в"
1,"равняясь, Аникушка. -- Заблудил, мать его черт!.. Об пенек вдарило сани под раскат --",полоз,"пополам. Пришлось вернуться. -- Степан добавил похабное словцо и прошел мимо Петра, нагло"
1,". ...В Москву я из деревни приехал в великий пост; снег почти сошел,",полозья,"режут по камням, фонари тускло отсвечиваются в темных лужах, и пристяжная бросает"
1,"у Кремлевских стен подставки вывалились. Того и смотри, как рухнутся... Тут зашумели",полозья,многих саней подле крыльца. Это взволновало всех бывших в комнате; бросились к
1,"до наших времен. В то же время звон множества колокольчиков, шум от",полозьев,"нескольких саней, летящих быстро по улице, поразил слух дедушки Матвея. Казалось, что"
1,"глушь»). -- Он открывал глаза, и фантастические звуки превращались в простой скрип",полозьев,", в звон колокольчиков на дышле; и по-прежнему расстилались и налево, и направо"
1,"был острым и гармонировал с запахом нынешнего, тоже острого мороза. Скрип санных",полозьев,", который сопровождал его нынче, был тоже не нынешним и доносился откуда-то издалека."
1,"и белый, издали, из окон вагона, казавшийся лишенным признаков жизни. Весело скрипят",полозья,"саней, сбиваются с рыси на карьер прозябшие Мустанг и Бурька, зычно крякает"
1,сани двигались все быстрее и быстрее по гладкому камню. Проводники вскочили на,полозья,"сзади, направляя ногами путь саней. Наконец, сани уже летели с захватывающей дух"
1,"частые переборы и путались быстро движущиеся ноги, и тени перегоняемой тройки. Свист",полозьев,"по снегу и женские взвизги слышались с разных сторон. Опять остановив лошадей,"
1,без него дело не обойдется. Наконец папа перевернул нарты и поставил их,полозьями,"на снег, как полагается. Потом принес из дому топор, ружье и мешок"
1,", как подковы, пробивая снег, звонко бьют по камням, как взвизгивают на мостовой",полозья,"-- все петербургские звуки, сладостные для провинциального уха. Лето мы провели в лагерях"
1,"-- не резчик. Снег на зольной дороге измерк*, сани шли по грязи волоком,",полозья,"шипели и скрежетали. Туда-то еще ладно -- короба полые, легкие, а вот обратно,"
1,вода стояла на поверхности его и до крайности затрудняла езду. Только крепким,полозьям,"из китовых ребер, купленным в Ир-Кайпии и на Колючине, обязаны мы"
1,"ремень, которые оканчиваются лямкой, надеваемой через плечо. Сбоку, к ближайшей стойке у",полоза,", прикрепляется длинная жердь, называемая правилом. Человек держит правило правой рукой, направляет нарту"
1,"взял у меня гвозди , топор и бечёвку и стал так искусно ремонтировать",полоз,", словно это было его специальностью . Во всех его быстрых и мастеровитых ухватках"
1,". Остановив их у нашей калитки , финн - извозчик принялся хлопотливо возиться с поломанным",полозом,". Владимир Галактионович взял у меня гвозди , топор и бечёвку и стал так"
1,"поставлено ему в вину, по торгашеской пословице: «Убыток с барышом на одном",полозу,"ездят», -- но, понятно, старик-отец не позволил бы сыну потратить и нескольких"
2,"плеча раз, другой, третий, канат с треском лопнул, «Марс» медленно пополз на",полозьях,"в воду, гоня перед собою высокую пену. Петр, бледный от волнения, еще"
2,железных дорог стали рудники. Примерно в 1738 году быстро изнашивавшиеся деревянные рудничные,полозья,были заменены металлическими. В 1767 году Ричард Рейнольдс уложил на подъездных путях
3,"на дереве, свернувшись кольцами, выложив на них круглую плоскую головку, лежал громадный",полоз,и смотрел на Майгулу. Кольца у полоза были все в изумрудах. В
3,"круглую плоскую головку, лежал громадный полоз и смотрел на Майгулу. Кольца у",полоза,"были все в изумрудах. В глазах его, застывших на Майгуле, стояли две"
3,плавает и предпочитает жить у водоемов. На зиму впадает в спячку. Узорчатый,полоз,пополнил ряды пресмыкающихся Челябинской области. До сих пор на Южном Урале встречались
3,"духов, к тому зверей многородных. Созову купно, прийдут змии страховидни, Гади, смоки,",полозы,", скорпии, ехидны. Феофан Прокопович К концу дня у них были ключи от"
3,"шелест затих. Рядом с плечом Ласкина, как поднятая на пружине, появилась головка",полоза,". Ласкин забыл про оленя и в испуге вскочил, но змея исчезла столь"
3,"происшествия, поймали змею и посадили ее в банку. Предположительно это неядовитый амурский",полоз,". Скорее всего, он сбежал из домашнего террариума и проник в квартиру по"
3,"на гладкой чешуе, украшенной узорами и полосами, -- особенно красив был зелено-желтый амурский",полоз,". Уходя подальше от территории лагеря, я отпускал свои трофеи с напутствием больше"
3,понедельник мужчина привез змею на работу. Знающие люди определили: это детеныш маисового,полоза,", змея неядовитая. Коллеги раскидали по соцсетям объявление — вдруг настоящий хозяин объявится? Выпускать"
3,"вызвали ""змеиных"" специалистов, которые определили: бесхозным в московском дворике оказался неядовитый амурский",полоз,. Где его хозяин? Змея не скажет... Денег на содержание брошенных диких животных
3,", пристальными синими глазами . -- Чёрный полоз ,-- сказал я . -- Самый обыкновенный чёрный",полоз,. Но только большой - большой . У нас стоят два в банках на
3,"косматые спины загнутыми рогами. Собаки только делали вид, что спали вполглаза… Но",полоз,"спал. В то время как все кругом изнывало от зноя, он один"
