,,,
,,,
2,"еще что! Закрывали рыбный корпус!! В Одессе запрещали продавать рыбу!!! Исчезли скумбрия,",бычки,", хамса, раки! Исчезли камбала, глосики. Снесли корпус, а на этом месте ходили"
2,интенсивно сиреневый. В некоторых местах погружений постоянными зрителями подводных работ были любопытные,бычки,". Они затевали веселую игру в прятки с аквалангистами, охотно подставляли бока для"
2,". Ужа это явно не устраивает. Он опять делает обходный маневр, и вдруг",бычок,"у него в пасти. Рыба бьется, уж свивается в тугой клубок и"
2,"не вытаскиваю, какая стоящая рыба даст просто так пырнуть себя ножом? Трогаю",бычка,"трубкой и лишь тогда он уплывает, лениво шевеля хвостом. Угорь усиленно щелкает"
2,"цветам в вазах, как бы нюхая их, шныряли вокруг головы Ихтиандра. Мраморный",бычок,"заглянул в грот, испуганно махнул хвостом и уплыл. По белому песку выполз"
2,"за выживание с местным желтым окунем и минтаем, в то время как",бычки,"-кругляки опустошают гнезда малоротого окуня. Наибольшие потери - 123,6 миллиона долларов - несет"
2,", а хвост волочился по земле. На Привозе было все: одесская знаменитая скумбрия,",бычки,"-- и живые, и в томате, и раки, хамса, и тюлечка, и глосики!"
2,листа и черных горошин перца жирные и сладкие бычки. Знаменитые малинские пресноводные,бычки,"! Впрочем, с костерком, видимо, ничего не получится. Лето стоит знойное, сухое. Того"
2,"поверхность, следя за толстыми бакланами-рыболовами, за снующими в прозрачной воде серыми",бычками,"и плоскими рыбами, плотно прижимающимися к каменистому дну. Это случилось ранним утром,"
2,"не разрешали носить перочинные ножики , и нечем было снасть высвободить . Ещё головастых",бычков,"ловили на трех прудиках -- крохотных , как садовый участок , заросших ряской и густой"
2,"ветках (шлюпка из бересты) выезжают к внешней части залива, где ловят камбалу,",бычков,"и раков для пропитания в это время. Часто случается, что рыбный промысел"
2,"леску, на конце которой, нанизанный на крючок, извивался жирный дождевой червяк. Глупые",бычки,"выстраивались в очередь перед таким деликатесом и через секунду, щелкнув жадной пастью,"
2,", камбалы, окуня -- туда же. А чего не потребовали на аукционы? Морскую капусту,",бычка,", бельдюгу и пристипому. Да, медузу еще оставили всю. Кушайте, дорогие соотечественники! Вот"
2,"так рыбачите? -- А просто. Ставим на ночь перемет, а потом утром вытягиваем",бычков,". -- Стало быть, выходите в море на шаланде? -- Эге. -- Каждый день? --"
2,", канцлеру и президенту подали основное блюдо - тушеную лопатку и жареное седло фалькенхофских",бычков,из Таунуса в соусе из красного бургундского вина с зеленой фасолью и
3,"горькое, но нельзя же отставать от сверстников"". А рядом нарисован ребенок, докуривающий",бычок,"и стоит бутылка с фужером вина! Но ведь это же не литература,"
3,"стоял «головастик» с маленькой кабиной и огромным тентованным кузовом. Кабина загажена, всюду",бычки,", пустые пачки из-под сигарет, бутылки и довольно хорошо сохранившаяся пара носков... Да"
3,"спиной постового он вошел вертикалью под воду. Затянувшись до головокруженья, мент отщелкнул",бычок,за перила и снова задрал запревшую под фуражкой башку.
3,"были ребята. - Прямо в обуви по кроватям ходили, вся стена в палате",бычками,"истыкана. Пьяных их ни раз ловила, но прощала. А то бы давно"
3,"апельсин, и я беру в качестве пепельницы корку, куда и тушу свой «",бычок,"». Чем не эпизод, раскрывающий непосредственность человека?» А сегодня в Канне - большой российский"
3,"в голове жевать! Доползла до места. Да, место удобное для рисования. И",бычки,"валяются: насиженное место, не я одна про него «знаю». Рисую часа"
3,свой бесцельный удивленный путь нигде и никуда... Казимир отыскал в кармане вонючий «,бычок,"», затянулся, вытер рукавом испарину с верхней губы и залез на спинку мокрой"
3,"и скромно улыбнулся, желая превратить неприятный разговор в шутку. -- Так вот же",бычки,", тетя. У вас в руках. Что вы, не видите? -- Где бычки? --"
3,"не в той позиции, к которой привыкли вы? Очень подозрительно! Добавьте сюда",бычки,"от дамских сигарет в пепельнице, зеркальце в козырьке от солнца (вы ведь"
3,", у завсегдатаев подобных мрачных заведений есть такая традиция - втыкать в стенку недокуренные",бычки,", оставляя их тем, кого посадят сюда завтра... После этого было пять месяцев"
3,", -- сказал он почтительно. Она запустила в садок пятерню и проворно вытащила несколько",бычков,"; посмотрела на них вскользь и уставилась на Гаврика круглыми глазами, черными и"
3,"отбоя в туалет и увидел на подоконнике зёму -- Сеньку Швырина, выцеловывавшего замусоленный",бычок,", источавший дистрофическую пародию дыма. Сеня наблюдал, как два салабона драят щетками с"
3,"предстояло Лере прокатиться до центра. Домой вернуться, можно так сказать. -- Ты представляешь, --",бычком,"пространство протыкала Кира, прикуривала от жалкого, истлевшего и вновь дырявила эфир, -- они"
3,. -- Чем прикуривать будем? -- говорит он. -- У меня спички кончились. -- И,бычок,погас? -- Погас. -- Придется бойцов ждать. Они сейчас на берег пойдут.
3,При виде Шахтера я про,бычки,", оставленные в кабинете, вспомнил. Но я не сразу заметил Хвостика и спросил: --"
3,Вык сжует в конце концов даже идею бессмертия (пережует загробную жизнь). Светящийся,бычок,". А любовь человека, мужчины к женщине для Выка -- самое вкусное блюдо. 10"
3,- Все горшки с растениями в,бычках,"теперь, даже до урны донести не могут, - возмущается Ольга Алексеевна, - показывая на"
3,"оплатили сотовую связь, купили нам три блока сигарет, а то мы уже",бычки,"собирали. Дали модем, чтобы мы могли выйти в интернет. На судне интернет"
3,"Мы хохочем, бросаем",бычки,"в унитаз и идем на урок. * * * На истории приходит Ленина, вызывает Сухую"
3,"супермаркет завезли. Подождали, пока сигарет куплю. И в гостиницу доставили. Гася пятый",бычок,", я понимаю, что надо прекратить пить «огненную воду», а то я начну"
3,скамейкой и правда валяется бутылка из-под пива. Вэк перед этим бросил туда,бычок,", а потом пустил сопли. Жора наклоняется, и Вэк несильно бьет его по"
3,", и командир зашел в сушилку. -- Это что такое? -- он небрежно пнул",бычок,"на полу. -- Это что? -- он скинул на пол какие-то лохмотья хэбэшки,"
5,"известно, любил пить в музее. Экспонатами Греческого зала омерзительный алкаш открывал банки",бычков,", чем вызвал законное раздражение культурных людей. Похожая история случилась недавно в музее-"
