,,,
,,,
1,"Не горячо? -- спрашивал его парикмахер, опрокидывая ему вслед за тем на голову",лейку,"с кипятком, но он только жмурился и глубже уходил в мраморную плаху"
1,"730-35-86, 306-40-15, http://www.mirsad.ru/. Горшки, опрыскиватели,",лейки,", шланги, средства защиты растений, удобрения, семена, грунты, инвентарь, горшечные, луковичные и свежесрезанные"
3,Вечером через жестяную,лейку,"Софья наливала в лампу керосин. Трофим Иваныч крикнул ей: «Гляди, гляди -- что"
1,"в замочную скважину железного ящика в виде скамейки. Ключ подошел, дверца открылась.",Лейка,", совок, веник и маленькие грабельки. И больше ничего. Попытка найти тайник оказалась"
1,вы делаете; вы ответите: «Я поливаю мой цветок»; демон попросит у вас,лейку,", протягивая к вам руку; если на руке будет такой же знак, какой"
1,"они освобождают жабры от влаги, и их надо обязательно душевать (поливать из",лейки,") или уложить вдоль уреза воды, в которую они сами и уползут. Чтобы"
1,", лук, чеснок, петрушку. Рано утром и вечером я поливал их из маленькой",лейки,". Мне доставляло огромное наслаждение видеть, как с каждым днем все выше поднимались"
1,"со своими цветочными горшками на окнах. Тычет чего-то там палочками, поливает из",лейки,. А мое хобби -- фотоальбомы...
1,"день часами на огороде, так сказать, вниз головой. Да еще таскали тяжелые",лейки,"и ведра с водой, а к вечеру - стало плохо. Всем нам надо"
2,"минувшего века. Репортер, начавший свою войну с фашизмом в Испании, он «с",лейкой,"и блокнотом, а то и с пулеметом» (и с неизменной кинокамерой «Аймо»)"
2,"-сатэна от файдешина. Лейку? Лейка была бы ей очень нужна, но на",лейку,"не хватало денег. Без сомнения, я так бы ничего и не купил,"
2,"дороже хорошего ливера, но она легче, прочнее и, кроме того, к этим",лейкам,всегда можно купить запасные и переменные ситки. Помимо леек очень полезно иметь
2,"самого утра. Он снимает станцию, рабочих, зимовщиков, окружающий пейзаж. Он снимает кинамой, «",лейкой,"», стереоскопическим аппаратом. Фотографы-любители показывают ему свои негативы. Каплан консультирует. На фирне"
2,"интерес собравшихся, среди которых было немало профессионалов. Понятно, что обычному репортеру с """,Лейкой,""" и блокнотом никогда не добиться разрешения на подобную съемку: многие работы сделаны"
2,"фотоаппарат «ФЭД», изготавливавшийся в колонии заключенных имени Дзержинского по германской лицензии фирмы «",Лейка,"». Это сразу сделало меня популярнейшим человеком. Жизнь прекрасна и удивительна, повторял я"
2,"заправить, отвезти тяжелые вещи. Одна из моих первых камер была от Халдея -- «",лейка,"», которой он снимал в войну. Много времени я проводил у него дома:"
2,изобразительного материала этого издания привелось с первых до последних дней войны «с «,лейкой,"» и с блокнотом, а то и пулеметом», как поется в известной военно-"
2,"и детская библиотеки, наши велосипеды (дамский и детский, мужской сына), мой фотоаппарат «",Лейка,"№ 50020», мои ручные часы, носильные вещи мои и детские, посуда и т."
2,"висевшей на стене белой простыней, и солдат абвера из отдела «Г» нацелился «",лейкой,"» в фас, а потом в профиль -- так, как снимают тюремные фотографы. Вайс"
2,не был сильным человеком. — Какие-то вещи отца у вас остались? — Фотоаппарат «,лейка,"», гитара, фотографии."
2,"с многозначительной фамилией Сукин, посчитал нужным предупредить щелкопера -- что касается Ивана Иваныча, «",лейка,"», по всей видимости, не понадобиться. Главный объект интереса лучше не помещать на"
2,магазина и долго перед ней простояла. В витрине был выставлен фотографический аппарат «,лейка,». Коля всегда мечтал о фотографическом аппарате. Хорошо бы продать что-нибудь и купить
2,"может, и очнулся... Впрочем, я все-таки успел... -- И Малютин вытащил из кармана «",лейку,"». -- За качество не ручаюсь, а пять раз щелкнул: уж очень занятная"
2,"снимков. На нем гвардии сержант Николай Шестаков со своим другом и любимой """,лейкой,""", в окружении счастливых детей освобожденной Вены. Людмила ВЕРЖБИЦКАЯ, ДМИТРОВ ХОРОШЕМУ ПЛОВЦУ ОТДЫХ"
2,жжение во рту -- зловещие признаки начинающегося отравления . Я защелкал направо и налево «,лейкой,"», рабочий наполнил фляги ртутью из озерка . Красулин и второй рабочий спешно обмеряли"
2,жизни писатель по имени Майк Энсли. Он эдакий охотник за привидениями с «,лейкой,"» и блокнотом. Находит гостиницы, где, по словам хозяев, по номерам летают призраки"
2,"делают лейки! Коммунары в эти моменты не волновались: -- Лейки? Конечно, будем делать",лейки,"! Но сотни людей, инженеров, оптиков, конструкторов, ответили: -- Лейки? Что вы! Ха-ха... И"
2,") производятся более 80 лет. Эту марку использовал родоначальник фотожурналистики Анри Картье-Брессон, «",лейка,"» была любимым фотоаппаратом одного из известнейших советских фотохудожников Александра Родченко. Многие звезды,"
2,"-Квалифицируюсь,-- согласился Зубов.-- Пистолетом не всегда пощелкать можно с такой пользой, как «",лейкой,». Это я понял!
2,"аргументировать, когда в коммуне развернулся прекрасный завод, сработанный нашими руками, завод, производящий «",лейки,"». Очень богатый завод. «Лейка» имеет 300 деталей с точностью до 0,"
2,"ни писал заметку (даже если рисковал жизнью, даже если - на брюхе с «",лейкой,"и блокнотом»), читатели все равно обольют ядом: «сколько «бабок» заплатили - статья заказная»"
2,"вместе. Когда ты и товаровед, и искусствовед, и психолог. Коробочки монпансье, фотоаппараты-""",лейка,""", аппарат времен братьев Люмьер и живописные полотна неизвестного художника - типичные приметы современного"
2,щетками на своих грубо сколоченных деревянных ящиках призывную дробь. Уличные фотографы нацеливались «,лейками,"» в прохожих, выбирая преимущественно кавалеров с дамами и провинциалов. Спустив затвор, фотограф"
2,", все для победы! Тогда время мобилизационной журналистики. Тогда мы все - военкоры с",лейками,", блокнотами, пулеметами и в бронежилетах. Сплачиваем ряды и идем на Кремль. Одной"
2,"немецких кораблей времен второй мировой войны - ""Эльбинге"" - нашел в капитанской каюте фотоаппарат-""",лейку,""" с заряженной пленкой. Даже пытался ее проявить, но, к сожалению, ничего не"
2,проходящего на «Винзаводе» фотосоревнования Best of Russia. А пока самой Свибловой подарили «,Лейку,"» — ту, что Leica. На том и разошлись. Драйвером роста норвежского холдинга Telenor ("
